user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
age_at_lipid_lowering_medication,age at measurement of age_at_lipid1c (years) (HARMONIZED),AGE AT DIAGNOSIS (YRS) - LIPIDS,16569,0.6579781,"['Existing Variables:', '1. AGE AT DIAGNOSIS (YRS) - LIPIDS: This variable captures the age at which a diagnosis related to lipids was made. It provides information on the age of onset or detection of lipid-related issues.', '2. AGE AT LIPID DETERMINATION: This variable indicates the age at which lipid levels were determined or measured. It is relevant for understanding the timing of lipid assessments in relation to age.', '3. TOTAL CHOLESTEROL (MG/DL) AT YEAR 1: This variable represents the total cholesterol levels measured in milligrams per deciliter at the first year of assessment. It gives insight into the lipid profile at a specific time point.', '', 'SELECTED: AGE AT LIPID DETERMINATION', 'ALIGNMENT: To align the new variable ""age at measurement of age_at_lipid1c (years)"" with the existing variable ""AGE AT LIPID DETERMINATION,"" ensure that the age recorded for the measurement of lipid levels corresponds to the age at which the lipid determination was made. This alignment will help maintain consistency in the timing of lipid assessments in the dataset.']",
age_at_lipid_lowering_medication,age at measurement of age_at_lipid1c (years) (HARMONIZED),AGE AT LIPID DETERMINATION,16674,0.32852945,,
age_at_lipid_lowering_medication,age at measurement of age_at_lipid1c (years) (HARMONIZED),TOTAL CHOLESTEROL (MG/DL) AT YEAR 1,236845,0.04401865,,
antihypertensive_meds,Indicator for use of antihypertensive medication at the time of blood pressure measurement. (HARMONIZED),HISTORY OF HYPERTENSION INDICATOR,112509,0.761893,"[""1. HISTORY OF HYPERTENSION INDICATOR - This existing variable indicates whether an individual has a history of hypertension. It is relevant to the new variable as it provides information on the individual's past medical condition related to hypertension."", '', '2. SYSTOLIC BLOOD PRESSURE, READING #1 AT WITHDRAW DATE OF ANTIHYPERTENSIVE MEDICATION - This existing variable captures the systolic blood pressure reading at the time of withdrawal of antihypertensive medication. While it is related to hypertension and medication, it may not directly align with the new variable that focuses on the use of antihypertensive medication at the time of blood pressure measurement.', '', '3. HOUR OF TIME OF BLOOD PRESSURE MEASUREMENT - This existing variable indicates the hour at which the blood pressure measurement was taken. While it provides information on the timing of the measurement, it does not directly relate to the use of antihypertensive medication at the time of measurement.', '', 'SELECTED: HISTORY OF HYPERTENSION INDICATOR', 'ALIGNMENT: To align the new variable ""Indicator for use of antihypertensive medication at the time of blood pressure measurement"" with the existing variable ""HISTORY OF HYPERTENSION INDICATOR,"" you can consider incorporating the history of hypertension as a factor in determining the use of antihypertensive medication at the time of blood pressure measurement. This alignment can help provide a comprehensive understanding of the individual\'s medical history and current medication status in relation to hypertension.']",
antihypertensive_meds,Indicator for use of antihypertensive medication at the time of blood pressure measurement. (HARMONIZED),"SYSTOLIC BLOOD PRESSURE, READING #1 AT WITHDRAW DATE OF ANTIHYPERTENSIVE MEDICATION",229129,0.38462317,,
antihypertensive_meds,Indicator for use of antihypertensive medication at the time of blood pressure measurement. (HARMONIZED),HOUR OF TIME OF BLOOD PRESSURE MEASUREMENT,114107,0.31195062,,
fasting_lipids,Indicates whether participant fasted for at least eight hours prior to blood draw to measure lipids phenotypes. (HARMONIZED),DID SUBJECT FAST PRIOR TO LIPID COLLECTION?,70874,0.83223665,"['Existing Variables:', '1. DID SUBJECT FAST PRIOR TO LIPID COLLECTION? - This variable indicates whether the subject fasted prior to lipid collection, which is relevant to the new variable as it directly relates to the timing of the blood draw in relation to fasting.', '2. FASTING TIME OF 8 HOURS OR MORE - This variable specifically captures the fasting time of 8 hours or more, which is crucial for lipid measurements and aligns closely with the concept of fasting prior to lipid collection.', '3. V5 FASTING TIME OF 8 HOURS OR MORE - This variable also captures the fasting time of 8 hours or more, similar to the second existing variable, and is relevant for lipid measurements.', '', 'SELECTED: FASTING TIME OF 8 HOURS OR MORE', ""ALIGNMENT: To align the new variable with the selected existing variable, ensure that the definition and criteria for fasting time of 8 hours or more are consistent with the new variable's description of participant fasting for at least eight hours prior to blood draw for lipid phenotypes. This alignment will help maintain consistency and accuracy in capturing the fasting status of participants in relation to lipid measurements.""]",
fasting_lipids,Indicates whether participant fasted for at least eight hours prior to blood draw to measure lipids phenotypes. (HARMONIZED),FASTING TIME OF 8 HOURS OR MORE,92879,0.46377817,,
fasting_lipids,Indicates whether participant fasted for at least eight hours prior to blood draw to measure lipids phenotypes. (HARMONIZED),V5 FASTING TIME OF 8 HOURS OR MORE,245083,0.40739235,,
hypertension_meds,Take medication for hypertension (HARMONIZED),MEDICATION FOR HIGH BP/HYPERTENSION,146554,0.6078378,"['Existing Variables:', '1. MEDICATION FOR HIGH BP/HYPERTENSION - This variable indicates whether an individual is taking medication for high blood pressure or hypertension.', '2. HYPERTENSION MEDICATION - This variable specifies the type of medication being taken for hypertension.', '3. REGULAR MEDICATION FOR HYPERTENSION - This variable indicates if the medication for hypertension is taken regularly.', '', 'SELECTED: HYPERTENSION MEDICATION', 'ALIGNMENT: To align the new variable ""Take medication for hypertension"" with the existing variable ""HYPERTENSION MEDICATION,"" ensure that the new variable captures the specific type of medication being taken for hypertension. This alignment will provide more detailed information and enhance the harmonization process within the data repository.']",
hypertension_meds,Take medication for hypertension (HARMONIZED),HYPERTENSION MEDICATION,117816,0.46198756,,
hypertension_meds,Take medication for hypertension (HARMONIZED),REGULAR MEDICATION FOR HYPERTENSION,199960,0.36240488,,
lipid_lowering_medication,Any lipid-lowering medication (HARMONIZED),ANY LIPID-LOWERING MEDICATION,21559,0.86511016,"['Existing Variables:', '1. ANY LIPID-LOWERING MEDICATION - This variable likely captures any type of medication used to lower lipids in the body, such as statins, fibrates, or bile acid sequestrants.', '2. LIPID LOWERING MEDS - This variable specifically focuses on medications that are used to lower lipids in the body.', '3. HYPOLIPIDEMICS (LIPID LOWERING MEDS) - This variable also pertains to medications that lower lipids, indicating a similar concept to the new variable.', '', 'SELECTED: ANY LIPID-LOWERING MEDICATION', 'ALIGNMENT: To align the new variable ""Any lipid-lowering medication"" with the selected existing variable ""ANY LIPID-LOWERING MEDICATION,"" ensure that the new variable captures all types of medications used to lower lipids in the body. This includes statins, fibrates, bile acid sequestrants, and any other relevant medications in this category. Make sure to harmonize the terminology and definitions to match those used in the existing variable for consistency in the data repository.']",
lipid_lowering_medication,Any lipid-lowering medication (HARMONIZED),LIPID LOWERING MEDS,135787,0.8044059,,
lipid_lowering_medication,Any lipid-lowering medication (HARMONIZED),HYPOLIPIDEMICS (LIPID LOWERING MEDS),117956,0.5307078,,
unit_antihypertensive_meds,"harmonization unit for antihypertensive_meds (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",MEDICATION UNIT,146894,0.9862577,"['Existing Variables:', '1. MEDICATION UNIT - This variable likely represents the unit of measurement for medications, such as milligrams or milliliters.', '2. UNITS OF MEDICATION 7 - This variable may represent a specific unit of measurement for a particular type of medication.', '3. UNITS OF MEDICATION 2 - This variable may also represent a specific unit of measurement for a different type of medication.', '', 'SELECTED: MEDICATION UNIT', 'ALIGNMENT: To align the new variable ""harmonization unit for antihypertensive_meds"" with the existing variable ""MEDICATION UNIT,"" you should ensure that the harmonization unit is consistent with the units of measurement used for medications in the repository. This may involve standardizing the units of measurement for antihypertensive medications to match those used in the ""MEDICATION UNIT"" variable. Additionally, you should consider any specific guidelines or conventions for recording medication units in the repository to ensure accurate and consistent data harmonization.']",
unit_antihypertensive_meds,"harmonization unit for antihypertensive_meds (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS OF MEDICATION 7,243090,0.9805806,,
unit_antihypertensive_meds,"harmonization unit for antihypertensive_meds (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS OF MEDICATION 2,243085,0.9793541,,
unit_fasting_lipids,"harmonization unit for fasting_lipids (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)","FASTING LIPIDS, TRIGLYCERIDE",92857,0.9980582,"['Existing Variables:', '1. FASTING LIPIDS - This variable likely includes measurements of various lipids in the blood taken after a period of fasting. It is relevant to the new variable as it involves lipid measurements.', '2. HDL-1ST COMPLETE LIPIDS - This variable specifically refers to high-density lipoprotein (HDL) measurements in the blood. It is relevant to the new variable as it is a component of lipid measurements.', '3. TOTAL CHOLESTEROL UNIT - This variable likely represents the unit of measurement for total cholesterol levels in the blood. While not specific to fasting lipids, it is relevant as cholesterol is a type of lipid.', '', 'SELECTED: FASTING LIPIDS', 'ALIGNMENT: To align the new variable with the existing variable ""FASTING LIPIDS,"" ensure that the measurements being collected for the harmonization unit are related to lipid levels in the blood taken after a period of fasting. This will help maintain consistency and comparability with the existing data in the repository.']",
unit_fasting_lipids,"harmonization unit for fasting_lipids (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HDL-1ST COMPLETE LIPIDS,108789,0.9916842,,
unit_fasting_lipids,"harmonization unit for fasting_lipids (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",TOTAL CHOLESTEROL UNIT,236879,0.9250947,,
unit_lipid_lowering_medication,"harmonization unit for unit_lipid1c (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",HDL-1ST COMPLETE LIPIDS,108789,0.99010193,"['Existing Variables:', '1. HDL-1ST COMPLETE LIPIDS - This existing variable is relevant as it pertains to lipid levels in the blood, which may be related to the new variable involving lipid harmonization.', '2. MCHC UNIT - This existing variable is not directly related to lipid levels, so it may not be the best fit for harmonizing the new variable.', '3. TOTAL CHOLESTEROL UNIT - This existing variable is also relevant as it relates to cholesterol levels in the blood, which could be related to the new variable involving lipid harmonization.', '', 'SELECTED: HDL-1ST COMPLETE LIPIDS', 'ALIGNMENT: To align the new variable with HDL-1ST COMPLETE LIPIDS, ensure that the harmonization unit for unit_lipid1c is consistent with the measurement units and processing methods used for HDL-1ST COMPLETE LIPIDS. This may involve standardizing measurement techniques, units, and any other relevant factors to ensure harmonization across variables.']",
